Survey_ID,Nearest_Landmark,Gutter_Type,BlockScore,Width_m,Depth_m,CrossSec_m2,DEM_Value,Slope_Score,FlowAcc_Score,LULC_Risk,Capacity_Risk,Rainfall_Score,Risk_Score,Risk_Level,Photo_ID,Latitude,Longitude
754263342.0,Kisseman sports complex,Open concrete drain,0.25,0.55,0.55,0.275,63.0,0.879269,0.006309148,1.0,0.79375,0.301,0.447411723,Moderately Low,1778945689415.jpg,5.6394032,-0.2114562
754263362.0,Kisseman sports complex,Open concrete drain,0.25,0.55,0.5,0.275,67.0,0.888743,0.0,1.0,0.79375,0.301,0.447886447,Moderately Low,1778945841112.jpg,5.6389861,-0.2111384
754263383.0,Samodak,Open concrete drain,0.25,0.55,0.5,0.33,66.0,0.90328,0.015772871,1.0,0.7525,0.301,0.448307933,Moderately Low,1778945957366.jpg,5.6386861,-0.2109427
754263400.0,Samodak,Open concrete drain,0.25,0.55,0.5,0.275,69.0,0.0,0.0,1.0,0.79375,0.301,0.314575,Moderately Low,1778946108012.jpg,5.6383488,-0.2107646
754263419.0,Samodak,Open concrete drain,1.0,0.45,0.5,0.225,69.0,0.0,0.0,1.0,1.0,0.301,0.5602,Moderately High,1778946255173.jpg,5.6382548,-0.2106008
754263461.0,Samodak ventures,Open concrete drain,1.0,0.45,0.5,0.2475,68.0,0.0,0.0,1.0,1.0,0.301,0.5602,Moderately High,1778946413869.jpg,5.638325,-0.2103591
754263487.0,St. Muar School,Open concrete drain,0.75,0.45,0.6,0.2475,66.0,0.0,0.003154574,1.0,0.938125,0.301,0.479485686,Moderately Low,1778946523836.jpg,5.638443,-0.2100874
758244801.0,Blue Kiosk,Open concrete drain,0.5,0.5,0.5,0.3,46.0,0.900479,0.0,1.0,0.85,0.301,0.530271853,Moderately High,1779275644725.jpg,5.6474319,-0.2105357
758244840.0,Blue kiosk,Open concrete drain,0.75,0.5,0.5,0.3,46.0,0.931596,0.003154574,1.0,0.925,0.301,0.617912583,Moderately High,1779275740628.jpg,5.6470315,-0.2105469
758244858.0,Synlab,Open concrete drain,0.25,0.5,0.55,0.3,40.0,0.915414,0.018927445,1.0,0.775,0.301,0.452851213,Moderately Low,1779275872756.jpg,5.6460336,-0.2105457
758244873.0,Grace presby,Open concrete drain,0.75,0.5,0.55,0.3,38.0,0.947532,0.116719243,1.0,0.925,0.301,0.637337686,Moderately High,1779276043186.jpg,5.645203,-0.2105432
758244903.0,Bedita pharmacy,Open concrete drain,0.75,0.5,0.6,0.3,38.0,0.900479,0.015772871,1.0,0.925,0.301,0.615137783,Moderately High,1779276406152.jpg,5.6445464,-0.2103282
758244933.0,Jamila homes,Covered / underground drain,0.75,0.5,0.6,0.275,38.0,0.900479,0.015772871,1.0,0.93125,0.301,0.615762783,Moderately High,1779276497134.jpg,5.6444953,-0.2103001
758244945.0,Business district,Open concrete drain,0.25,0.5,0.6,0.3,44.0,0.829361,0.009463722,1.0,0.775,0.301,0.438523711,Moderately Low,1779276655000.jpg,5.6433899,-0.210035
758244966.0,Westlands road,Open concrete drain,0.25,0.5,0.6,0.3,48.0,0.0,0.0,1.0,0.775,0.301,0.3127,Moderately Low,1779276806652.jpg,5.6426755,-0.2098647
758245003.0,Nargami fuel station,Covered / underground drain,0.25,0.5,0.6,0.3,53.0,0.814737,0.365930599,1.0,0.775,0.301,0.489800143,Moderately Low,1779277221714.jpg,5.6414789,-0.2111199
758245040.0,Stephanie,Open concrete drain,1.0,0.5,0.55,0.3,56.0,0.0,0.078864353,1.0,1.0,0.301,0.572029653,Moderately High,1779277539071.jpg,5.6409716,-0.2107755
758245092.0,Omay shop dealler,Open concrete drain,0.75,0.5,0.6,0.275,63.0,0.0,0.006309148,1.0,0.93125,0.301,0.479271372,Moderately Low,1779277881958.jpg,5.6393106,-0.2098095
758245156.0,Benab oil,Open concrete drain,1.0,0.45,0.6,0.225,62.0,0.0,0.025236593,1.0,1.0,0.301,0.563985489,Moderately High,1779278180489.jpg,5.6387721,-0.2094627
758245193.0,Icgc,Open concrete drain,1.0,0.45,0.6,0.225,64.0,0.0,0.0,1.0,1.0,0.301,0.5602,Moderately High,1779278273467.jpg,5.6385077,-0.2098657
758245213.0,Mds lancert,Open concrete drain,1.0,0.4,0.6,0.2,67.0,0.94018,0.003154574,1.0,1.0,0.301,0.701700186,Moderately High,1779278505784.jpg,5.6381675,-0.211209
758245233.0,Pure fire,Open concrete drain,1.0,0.4,0.55,0.2,68.0,0.873951,0.0,1.0,1.0,0.301,0.691292652,Moderately High,1779278655009.jpg,5.6378493,-0.2118696
758245259.0,Milife insurance,Open concrete drain,0.75,0.45,0.5,0.2475,65.0,0.899107,0.003154574,1.0,0.938125,0.301,0.614351733,Moderately High,1779278852426.jpg,5.637614,-0.2126839
758245274.0,Papagu furniture,Open concrete drain,0.25,0.45,0.5,0.2475,66.0,0.976534,0.0,1.0,0.814375,0.301,0.463117601,Moderately Low,1779279012008.jpg,5.6371205,-0.2133769
758245297.0,Roya heights,Open concrete drain,0.25,0.45,0.5,0.2475,62.0,0.864559,0.006309148,1.0,0.814375,0.301,0.447267721,Moderately Low,1779279143449.jpg,5.6363987,-0.2138793
758245322.0,Royal heights,Open concrete drain,0.75,0.45,0.5,0.2475,61.0,0.0,0.003154574,1.0,0.938125,0.301,0.479485686,Moderately Low,1779279221659.jpg,5.6361709,-0.2140932
758245353.0,Royal heights,Open concrete drain,1.0,0.45,0.55,0.2475,61.0,0.959735,0.003154574,1.0,1.0,0.301,0.704633432,Moderately High,1779279284381.jpg,5.6359758,-0.2141659
758245377.0,Goil,Open concrete drain,0.75,0.45,0.55,0.2475,62.0,0.941865,0.0,1.0,0.938125,0.301,0.620292254,Moderately High,1779279370843.jpg,5.635765,-0.2144191
758245400.0,Goil,Open concrete drain,0.75,1.0,0.55,1.0,62.0,0.941865,0.0,1.0,0.75,0.301,0.601479754,Moderately High,1779279479115.jpg,5.6356659,-0.214523
758245424.0,Lapaz community hospital,Covered / underground drain,0.25,0.9,0.55,0.63,63.0,0.867347,0.0,1.0,0.5275,0.301,0.41805205,Moderately Low,1779279655351.jpg,5.635556,-0.2152852
758245447.0,"Ecobank, village",Open concrete drain,0.75,0.5,0.55,0.25,61.0,0.833425,0.0,1.0,0.9375,0.301,0.603963748,Moderately High,1779279783682.jpg,5.6358511,-0.2153303
758245479.0,Behind goil,Open concrete drain,0.25,0.5,0.55,0.25,60.0,0.917055,0.028391167,1.0,0.8125,0.301,0.458266927,Moderately Low,1779279920098.jpg,5.6364591,-0.2148003
758245502.0,Kamf hotel,Open concrete drain,0.25,0.05,1.0,0.025,63.0,0.888743,0.0,1.0,0.98125,0.301,0.466636447,Moderately Low,1779280040887.jpg,5.6372802,-0.2142521
758245531.0,Kamf hotel,Open concrete drain,1.0,0.5,0.7,0.25,66.0,0.953071,0.003154574,1.0,1.0,0.301,0.703633836,Moderately High,1779280153957.jpg,5.6378279,-0.2136774
758245576.0,Tonny spare parts,Open concrete drain,0.5,0.55,0.5,0.33,68.0,0.764692,0.0,1.0,0.835,0.301,0.508403801,Moderately High,1779280496416.jpg,5.6383703,-0.2147102
758245592.0,Kisseman,Open concrete drain,0.5,0.55,0.5,0.33,68.0,0.72866,0.006309148,1.0,0.835,0.301,0.50394537,Moderately High,1779280591871.jpg,5.6381391,-0.2150806
758245616.0,Printware ltd,Open concrete drain,0.25,0.55,0.5,0.275,61.0,0.830975,0.006309148,1.0,0.79375,0.301,0.440167621,Moderately Low,1779280753120.jpg,5.6377275,-0.2158029
758245638.0,Christ vision sanctuary,Open concrete drain,1.0,0.5,0.5,0.275,61.0,0.830975,0.006309148,1.0,1.0,0.301,0.685792621,Moderately High,1779280839923.jpg,5.637617,-0.2159722
758245662.0,Owoo plastic street,Open concrete drain,0.25,0.55,0.6,0.3575,57.0,0.765854,0.012618297,1.0,0.731875,0.301,0.425158344,Moderately Low,1779280979885.jpg,5.6373447,-0.2164028
758245692.0,"Goil,  Christian village",Open concrete drain,0.25,1.0,0.6,0.9,52.0,0.811079,0.0,1.0,0.325,0.301,0.389361854,Moderately Low,1779281115735.jpg,5.6370909,-0.2168483
758245714.0,Goil,Open concrete drain,0.25,0.5,0.5,0.275,53.0,0.711188,0.006309148,1.0,0.79375,0.301,0.422199575,Moderately Low,1779281305184.jpg,5.6376002,-0.2172226
758245737.0,Royal mountain guesthouse,Open concrete drain,0.25,0.55,0.55,0.33,59.0,0.784056,0.0,1.0,0.7525,0.301,0.428058401,Moderately Low,1779281419449.jpg,5.6380475,-0.2166978
758245771.0,Kisseman,Open concrete drain,0.25,0.55,0.65,0.33,68.0,0.767609,0.0,1.0,0.7525,0.301,0.42559135,Moderately Low,1779281743700.jpg,5.6385276,-0.2159033
758245788.0,Kisseman,Open concrete drain,0.25,0.55,0.9,0.33,71.0,0.820747,0.006309148,1.0,0.7525,0.301,0.434508425,Moderately Low,1779281869226.jpg,5.6387876,-0.2154194
758245805.0,Christian village,Open concrete drain,0.25,1.0,0.55,1.1,50.0,0.747908,0.009463722,1.0,0.175,0.301,0.366305758,Moderately Low,1779282250913.jpg,5.6377804,-0.2175596
758245830.0,Christian village,Open concrete drain,0.25,1.0,0.6,1.1,46.0,0.65285,0.006309148,1.0,0.175,0.301,0.351573868,Moderately Low,1779282466069.jpg,5.6387635,-0.2186071
758245850.0,Aw supermarket,Open concrete drain,0.25,1.0,0.6,1.5,34.0,0.613562,0.009463722,1.0,-0.125,0.301,0.316153856,Moderately Low,1779282660235.jpg,5.6398197,-0.2195966
758245867.0,Dome junction,Open concrete drain,0.25,0.5,0.6,0.275,36.0,0.590634,0.006309148,1.0,0.79375,0.301,0.40411647,Moderately Low,1779282790424.jpg,5.6401769,-0.219794
758245886.0,Axis drone survey,Open concrete drain,0.75,0.5,1.1,0.275,40.0,0.665534,0.0,1.0,0.93125,0.301,0.578155103,Moderately High,1779282912014.jpg,5.6405398,-0.2195571
758245910.0,Axis drone,Open concrete drain,0.75,0.5,1.1,0.275,36.0,0.800511,0.0,1.0,0.93125,0.301,0.59840165,Moderately High,1779283051691.jpg,5.6409555,-0.2193741
758245928.0,Kisseman,Open concrete drain,0.25,0.55,1.5,0.3575,34.0,0.866315,0.0,1.0,0.731875,0.301,0.438334751,Moderately Low,1779283150031.jpg,5.6413877,-0.2196288
758245950.0,Kisseman road,Open concrete drain,0.75,0.45,0.55,0.225,33.0,0.811079,0.14511041,1.0,0.94375,0.301,0.623003415,Moderately High,1779283276034.jpg,5.6416251,-0.2196096
758245977.0,Kisseman road,Open concrete drain,0.75,0.5,0.55,0.275,35.0,0.850793,0.0,1.0,0.93125,0.301,0.60594395,Moderately High,1779283421688.jpg,5.6419672,-0.2192229
758246010.0,Kisseman road,Open concrete drain,1.0,0.5,0.55,0.3,33.0,0.814737,0.059936909,1.0,1.0,0.301,0.691401089,Moderately High,1779283571165.jpg,5.6423307,-0.2187593
758246035.0,Pomice street,Open concrete drain,0.25,0.5,0.65,0.3,35.0,0.800511,0.044164038,1.0,0.775,0.301,0.439401256,Moderately Low,1779283728521.jpg,5.642132,-0.2185383
758246048.0,Kisseman road,Open concrete drain,0.5,0.5,0.5,0.3,33.0,0.65285,0.009463722,1.0,0.85,0.301,0.494547054,Moderately Low,1779284094465.jpg,5.6426818,-0.2183412
758246074.0,Kisseman road,Open concrete drain,0.5,0.5,0.55,0.35,30.0,0.667562,0.047318612,1.0,0.825,0.301,0.499932093,Moderately Low,1779284168192.jpg,5.6430983,-0.2178504
758246090.0,Kisseman road,Open concrete drain,0.75,0.5,0.6,0.3,31.0,0.718333,0.069400631,1.0,0.925,0.301,0.595860045,Moderately High,1779284275864.jpg,5.6433089,-0.2174909
758246138.0,Mosque,Open concrete drain,0.5,0.55,0.6,0.275,34.0,0.849877,0.110410095,1.0,0.8625,0.301,0.540493064,Moderately High,1779284424822.jpg,5.6437155,-0.216832
758246167.0,Mosque,Open concrete drain,0.25,1.0,0.6,1.1,30.0,0.777207,0.012618297,1.0,0.175,0.301,0.371173797,Moderately Low,1779284559953.jpg,5.6443876,-0.2171442
758246187.0,Mosque,Open concrete drain,0.5,0.95,0.7,0.95,31.0,0.806781,0.0,1.0,0.525,0.301,0.483717149,Moderately Low,1779284781379.jpg,5.6447979,-0.2173316
758246213.0,Porturphy,Open concrete drain,0.25,1.0,0.6,1.1,37.0,0.765854,0.018927445,1.0,0.175,0.301,0.370417217,Moderately Low,1779285068597.jpg,5.6433838,-0.2164599
758246248.0,Frema stree,Open concrete drain,0.25,1.0,0.5,0.9,42.0,0.765854,0.0,1.0,0.325,0.301,0.3825781,Moderately Low,1779285245584.jpg,5.6428426,-0.2161037
758246262.0,Frema street,Open concrete drain,0.25,1.0,1.1,0.9,53.0,0.769971,0.006309148,1.0,0.325,0.301,0.384142024,Moderately Low,1779285547932.jpg,5.6418749,-0.2154992
758246274.0,Nii kwatei,Open concrete drain,1.0,0.5,1.0,0.275,56.0,0.795099,0.003154574,1.0,1.0,0.301,0.679938039,Moderately High,1779285664113.jpg,5.641944,-0.2151406
758246289.0,Kisseman,Open concrete drain,0.25,0.5,1.1,0.3,60.0,0.78918,0.003154574,1.0,0.775,0.301,0.431550183,Moderately Low,1779285804511.jpg,5.6412305,-0.2150776
758246305.0,Goil,Open concrete drain,1.0,0.5,0.9,0.3,51.0,0.91067,0.0,1.0,1.0,0.301,0.696800497,Moderately High,1779286942619.jpg,5.6367986,-0.2171814
758246337.0,Laryea jomo lk,Open concrete drain,0.25,0.5,0.9,0.275,53.0,0.866315,0.0,1.0,0.79375,0.301,0.444522251,Moderately Low,1779287063042.jpg,5.6365451,-0.21734
758246355.0,Layear jomo lk,Open concrete drain,0.25,0.5,0.55,0.3,47.0,0.781228,0.009463722,1.0,0.775,0.301,0.431303759,Moderately Low,1779287206889.jpg,5.6367578,-0.2180195
758246372.0,Tettedze street,Open concrete drain,0.25,0.5,0.6,0.3,44.0,0.762959,0.003154574,1.0,0.775,0.301,0.427617036,Moderately Low,1779287423968.jpg,5.6368246,-0.218564
758246401.0,Christian village road,Open concrete drain,0.5,0.5,0.6,0.3,47.0,0.827718,0.0,0.0,0.85,0.301,0.419357703,Moderately Low,1779287501793.jpg,5.6367193,-0.2186593
758246426.0,Christian village,Covered / underground drain,0.75,0.5,0.55,0.3,43.0,0.0,0.0,1.0,0.925,0.301,0.4777,Moderately Low,1779287667687.jpg,5.6361209,-0.219522
758246451.0,Christian village,Open concrete drain,0.25,0.5,0.6,0.3,40.0,0.0,0.003154574,1.0,0.775,0.301,0.313173186,Moderately Low,1779287832591.jpg,5.63609,-0.219849
758246471.0,Christian village,Open concrete drain,0.25,0.5,0.6,0.3,41.0,0.762959,0.009463722,1.0,0.775,0.301,0.428563409,Moderately Low,1779288048406.jpg,5.6370415,-0.2187717
758246486.0,Christian village,Open concrete drain,0.25,0.5,0.6,0.3,39.0,0.821513,0.624605678,1.0,0.775,0.301,0.529617801,Moderately High,1779288125791.jpg,5.6373259,-0.2191123
758246502.0,Christian village school,Open concrete drain,0.75,0.5,0.6,0.3,38.0,0.801197,0.0,1.0,0.925,0.301,0.597879549,Moderately High,1779288207527.jpg,5.6374769,-0.2193683
758246518.0,Christian village,Open concrete drain,0.25,0.5,0.6,0.3,54.0,0.879269,0.0,1.0,0.775,0.301,0.44459035,Moderately Low,1779288580322.jpg,5.6364705,-0.2173047
